variant_id,variant_name,review_week,gross_return,strategy_return_net,spy_exposure_return_net,trade_count
top1_all_supportive_balanced,Top 1 All ETFs / Supportive Balanced RS,2023-04-21,0.01879287603776736,0.016792876037767357,0.0070489576862908816,1
top1_all_supportive_balanced,Top 1 All ETFs / Supportive Balanced RS,2023-04-28,0.0010231184658406889,-0.0009768815341593112,-0.009933998151321453,1
top1_all_supportive_balanced,Top 1 All ETFs / Supportive Balanced RS,2023-05-05,0.006627594641442913,0.004627594641442913,-0.004520438486331655,1
top1_all_supportive_balanced,Top 1 All ETFs / Supportive Balanced RS,2023-05-12,0.03531985056592668,0.03331985056592668,0.015080101173123863,1
top1_all_supportive_balanced,Top 1 All ETFs / Supportive Balanced RS,2023-05-19,0.04635511334650899,0.04435511334650899,0.001344307278233316,1
top1_all_supportive_balanced,Top 1 All ETFs / Supportive Balanced RS,2023-05-26,0.007039711559065243,0.0050397115590652426,0.014856381303351098,1
top1_all_supportive_balanced,Top 1 All ETFs / Supportive Balanced RS,2023-06-02,-0.005332530989788031,-0.007332530989788031,0.0026269873028137453,1
top1_all_supportive_balanced,Top 1 All ETFs / Supportive Balanced RS,2023-06-09,0.04325045582887865,0.04125045582887865,0.02023772434129345,1
top1_all_supportive_balanced,Top 1 All ETFs / Supportive Balanced RS,2023-06-16,-0.03320053074048168,-0.035200530740481684,-0.020249645404846084,1
top1_all_supportive_balanced,Top 1 All ETFs / Supportive Balanced RS,2023-06-23,0.0263523764930349,0.0243523764930349,0.021245094810475873,1
top1_all_supportive_balanced,Top 1 All ETFs / Supportive Balanced RS,2023-06-30,0.0004711255650722279,-0.0015288744349277721,-0.010166384964709006,1
top1_all_supportive_balanced,Top 1 All ETFs / Supportive Balanced RS,2023-07-07,0.03276851397390512,0.03076851397390512,0.022467019233833874,1
top1_all_supportive_balanced,Top 1 All ETFs / Supportive Balanced RS,2023-07-14,-0.022524596859421542,-0.024524596859421544,0.004454758512205672,1
top1_all_supportive_balanced,Top 1 All ETFs / Supportive Balanced RS,2023-07-21,0.010276486165988752,0.008276486165988752,0.008482597259343418,1
